"delta.rank" "pval" "level" "nseqs" "term" "name" "p.adj"
0 0.00102552653424315 2 66 "GO:0016917" "GABA receptor activity" 0.112068965517241
0 0.0324967561132517 5 8 "GO:0016995" "cholesterol oxidase activity" 0.613559322033898
0 0.30862285825068 3 15 "GO:0017017;GO:0033549" "MAP kinase phosphatase activity" 1
0 0.286547603088248 -1 5 "GO:0017026" "obsolete procollagen C-endopeptidase activity" 1
0 0.169011055949379 6 5 "GO:0017060" "3-galactosyl-N-acetylglucosaminide 4-alpha-L-fucosyltransferase activity" 0.967204301075269
0 4.14860882425358e-12 6 785 "GO:0017111;GO:0016462;GO:0016818;GO:0016817" "hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides" 0
0 0.872479184593361 2 5 "GO:0017136;GO:0034979" "NAD-dependent histone deacetylase activity" 1
0 0.240210230588141 2 5 "GO:0017150" "tRNA dihydrouridine synthase activity" 1
0 0.0609331785833292 2 5 "GO:0017153" "sodium:dicarboxylate symporter activity" 0.751506024096386
0 0.383235678330698 -1 7 "GO:0017163" "obsolete basal transcription repressor activity" 1
0 0.34126686870781 2 6 "GO:0017169" "CDP-alcohol phosphatidyltransferase activity" 1
0 0.0104562894023477 2 20 "GO:0018024;GO:0042054" "histone methyltransferase activity" 0.390579710144928
0 0.395674705497042 5 17 "GO:0018585;GO:0018586;GO:0018587;GO:0018588;GO:0018589;GO:0018590;GO:0018591;GO:0018592;GO:0018593;GO:0018594;GO:0018595;GO:0018596;GO:0018597;GO:0018598;GO:0018599;GO:0018600;GO:0018601" "4-nitrophenol 2-monooxygenase activity" 1
0 0.940601844334855 2 10 "GO:0019104" "DNA N-glycosylase activity" 1
0 0.13586520151655 2 45 "GO:0019135" "deoxyhypusine monooxygenase activity" 0.939024390243902
0 0.0277631225064582 4 197 "GO:0019199;GO:0004714" "transmembrane receptor protein kinase activity" 0.609708737864078
0 0.331758258570705 4 33 "GO:0019205" "nucleobase-containing compound kinase activity" 1
0 0.939414356044025 5 8 "GO:0019206" "nucleoside kinase activity" 1
0 0.339887880185654 3 18 "GO:0019239;GO:0016814" "hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in cyclic amidines" 1
0 0.240557851903877 2 9 "GO:0019825" "oxygen binding" 1
0 0.534668326377749 3 62 "GO:0019829" "ATPase-coupled cation transmembrane transporter activity" 1
0 0.515940206921423 2 113 "GO:0019842" "vitamin binding" 1
0 0.0829582675315644 3 9 "GO:0019904" "protein domain specific binding" 0.849473684210526
0 0.0545926377795804 2 160 "GO:0022834;GO:0015276" "ligand-gated channel activity" 0.724203821656051
0 0.0305681031140267 3 308 "GO:0022836" "gated channel activity" 0.608035714285714
0 0.137772710866589 6 162 "GO:0022843;GO:0005244;GO:0022832" "voltage-gated channel activity" 0.939717741935484
0 0.00856301648656322 4 381 "GO:0022853;GO:0022804" "active transmembrane transporter activity" 0.334090909090909
0 0.00666442650255343 3 670 "GO:0022890;GO:0008324" "cation transmembrane transporter activity" 0.346153846153846
0 0.0715328549200429 4 5 "GO:0030144" "alpha-1,6-mannosylglycoprotein 6-beta-N-acetylglucosaminyltransferase activity" 0.793296089385475
0 0.920503831842128 6 6 "GO:0030145" "manganese ion binding" 1
0 0.301963290040177 2 8 "GO:0030170;GO:0070279" "pyridoxal phosphate binding" 1
0 0.00110427910938188 2 494 "GO:0030234;GO:0098772" "molecular function regulator" 0.114516129032258
0 0.0315237987955981 4 9 "GO:0030374;GO:0042809;GO:0035257;GO:0051427;GO:0046966" "vitamin D receptor binding" 0.610869565217391
0 0.0684733753971916 6 8 "GO:0030378;GO:0047661;GO:0036361" "amino-acid racemase activity" 0.786206896551724
0 0.596608167885932 -1 7 "GO:0030508" "obsolete thiol-disulfide exchange intermediate activity" 1
0 0.515202134708982 -1 12 "GO:0030528" "obsolete transcription regulator activity" 1
0 0.0381624682817706 -1 44 "GO:0030693;GO:0016946" "obsolete caspase activity" 0.646124031007752
0 0.0372457860971558 4 36 "GO:0030695;GO:0060589" "nucleoside-triphosphatase regulator activity" 0.64251968503937
0 0.790283518124777 2 5 "GO:0031014" "troponin T binding" 1
0 0.827316866116573 2 63 "GO:0031072;GO:0051082" "unfolded protein binding" 1
0 0.0566751136969854 2 15 "GO:0031177;GO:0072341" "phosphopantetheine binding" 0.743987341772152
0 0.868772042936486 2 86 "GO:0031419;GO:0046906" "tetrapyrrole binding" 1
0 0.0392906802596451 2 64 "GO:0033218" "amide binding" 0.645454545454546
0 0.179719787079242 4 29 "GO:0033764;GO:0016229" "steroid dehydrogenase activity" 0.964554794520548
0 0.0530157520349305 2 14 "GO:0034483" "heparan sulfate sulfotransferase activity" 0.713141025641026
0 0.412555852560284 2 15 "GO:0035005" "1-phosphatidylinositol-4-phosphate 3-kinase activity" 1
0 0.216903336913926 2 8 "GO:0035049" "juvenile hormone acid methyltransferase activity" 0.981192660550459
0 0.211126580583468 2 45 "GO:0035251;GO:0046527" "glucosyltransferase activity" 0.999206349206349
0 0.286377938199189 3 21 "GO:0035381" "ATP-gated ion channel activity" 1
0 0.216452011076244 -1 16 "GO:0043275" "obsolete glutamate carboxypeptidase II activity" 0.988888888888889
0 0.068499715787289 2 18 "GO:0043565;GO:0042162" "sequence-specific DNA binding" 0.782
0 0.872479184593361 2 5 "GO:0045028" "G protein-coupled purinergic nucleotide receptor activity" 1
0 0.233248904276974 2 13 "GO:0045130" "keratan sulfotransferase activity" 1
0 0.144879445158395 1 208 "GO:0045182" "translation regulator activity" 0.947265625
0 0.0489738624090862 3 7 "GO:0045296;GO:0050839" "cell adhesion molecule binding" 0.685526315789474
0 0.73089472658193 4 5 "GO:0045439" "isopenicillin-N epimerase activity" 1
0 0.212814098347483 1 8 "GO:0045735" "nutrient reservoir activity" 0.98984375
0 0.704410979511639 3 8 "GO:0046332" "SMAD binding" 1
0 0.789246408880284 2 5 "GO:0046539" "histamine N-methyltransferase activity" 1
0 0.450079930604319 3 10 "GO:0046592" "polyamine oxidase activity" 1
0 0.0112574331538839 4 381 "GO:0046873" "metal ion transmembrane transporter activity" 0.405633802816901
0 0.963382113888066 3 12 "GO:0046912" "transferase activity, transferring acyl groups, acyl groups converted into alkyl on transfer" 1
0 0.333404070140008 2 32 "GO:0046915" "transition metal ion transmembrane transporter activity" 1
0 0.634561658551939 6 48 "GO:0046933;GO:0015252;GO:0046961;GO:0009678;GO:0044769" "pyrophosphate hydrolysis-driven proton transmembrane transporter activity" 1
0 0.365054975738138 3 84 "GO:0046943;GO:0005342" "carboxylic acid transmembrane transporter activity" 1
0 0.422458868968061 3 13 "GO:0046983" "protein dimerization activity" 1
0 0.252636240323821 2 5 "GO:0046997" "oxidoreductase activity, acting on the CH-NH group of donors, flavin as acceptor" 1
0 0.764579566846113 5 12 "GO:0047105" "4-trimethylammoniobutyraldehyde dehydrogenase activity" 1
0 0.46831204236835 2 5 "GO:0047184" "1-acylglycerophosphocholine O-acyltransferase activity" 1
0 0.872476175866231 2 15 "GO:0047220" "galactosylxylosylprotein 3-beta-galactosyltransferase activity" 1
0 0.70374346506692 2 8 "GO:0047238;GO:0050510" "glucuronosyl-N-acetylgalactosaminyl-proteoglycan 4-beta-N-acetylgalactosaminyltransferase activity" 1
0 0.603687402691925 2 10 "GO:0047372" "acylglycerol lipase activity" 1
0 0.0698236248277428 2 9 "GO:0047555" "3',5'-cyclic-GMP phosphodiesterase activity" 0.785028248587571
0 0.0602381804167285 2 8 "GO:0047611" "acetylspermidine deacetylase activity" 0.755182926829268
0 0.827208391889382 4 6 "GO:0047621" "acylpyruvate hydrolase activity" 1
0 0.130399159736251 2 5 "GO:0047681" "aryl-alcohol dehydrogenase (NADP+) activity" 0.935625
0 0.0467982704122648 2 12 "GO:0047749" "cholestanetriol 26-monooxygenase activity" 0.667
0 0.703907983683829 2 12 "GO:0047756;GO:0034481" "chondroitin 4-sulfotransferase activity" 1
0 0.171343226150263 3 8 "GO:0050105" "L-gulonolactone oxidase activity" 0.965780141843972
0 0.299832086183563 2 12 "GO:0050145" "nucleoside monophosphate kinase activity" 1
0 0.316363678930645 3 9 "GO:0050265" "RNA uridylyltransferase activity" 1
0 0.7455590174346 2 7 "GO:0050308;GO:0019203" "sugar-phosphatase activity" 1
0 0.17546460668274 3 5 "GO:0050613" "delta14-sterol reductase activity" 0.965853658536585
0 0.361132547936352 3 13 "GO:0050660" "flavin adenine dinucleotide binding" 1
0 0.378476673462178 2 18 "GO:0050694" "galactose 3-O-sulfotransferase activity" 1
0 0.00315670481047042 3 5 "GO:0051020;GO:0019899" "enzyme binding" 0.203488372093023
0 0.854907533440989 3 97 "GO:0051213" "dioxygenase activity" 1
0 0.251757392566336 3 13 "GO:0051287" "NAD binding" 1
0 0.571897132074464 3 11 "GO:0051920" "peroxiredoxin activity" 1
0 0.608002509443758 4 13 "GO:0051998;GO:0010340" "protein carboxyl O-methyltransferase activity" 1
0 0.00910300311190963 2 255 "GO:0052689" "carboxylic ester hydrolase activity" 0.35
0 0.0000100883666276024 4 21 "GO:0052742" "phosphatidylinositol kinase activity" 0.00625
0 0.249931607906681 2 16 "GO:0052866;GO:0034593" "phosphatidylinositol phosphate phosphatase activity" 1
0 0.0404429905628712 5 12 "GO:0061629" "RNA polymerase II-specific DNA-binding transcription factor binding" 0.641176470588235
0 0.569816628205618 3 40 "GO:0070003;GO:0004298;GO:0004299" "threonine-type peptidase activity" 1
0 0.7983343536703 4 14 "GO:0070008" "serine-type exopeptidase activity" 1
0 0.693010997822842 2 5 "GO:0070410" "co-SMAD binding" 1
0 0.569204683536662 2 21 "GO:0070566" "adenylyltransferase activity" 1
0 0.0903759645027436 2 7 "GO:0070568" "guanylyltransferase activity" 0.8615
0 0.225369740347018 2 13 "GO:0070569" "uridylyltransferase activity" 0.996827794561933
0 0.0208411081598809 2 46 "GO:0072349" "modified amino acid transmembrane transporter activity" 0.518421052631579
0 0.516998287979188 3 23 "GO:0090482" "vitamin transmembrane transporter activity" 1
0 0.216582560495972 4 5 "GO:0097001;GO:0046625;GO:0070273;GO:1901981;GO:0035091" "phosphatidylinositol binding" 0.986153846153846
0 0.484571473508005 2 39 "GO:0099094" "ligand-gated cation channel activity" 1
0 0.0000340081176716174 2 285 "GO:0140097" "catalytic activity, acting on DNA" 0.00384615384615385
0 0.449165493500761 2 250 "GO:0140098" "catalytic activity, acting on RNA" 1
0 0.63764784135736 2 84 "GO:0140101" "catalytic activity, acting on a tRNA" 1
0 0.62194647905667 3 44 "GO:0140103" "catalytic activity, acting on a glycoprotein" 1
0 0.374485978933002 2 13 "GO:1901618" "organic hydroxy compound transmembrane transporter activity" 1
0 0.0342454187641085 2 13 "GO:1901681" "sulfur compound binding" 0.616666666666667
0 0.136315697311286 3 13 "GO:1901682" "sulfur compound transmembrane transporter activity" 0.938056680161943
0 1 2 6 "GO:0004081" "bis(5'-nucleosyl)-tetraphosphatase (asymmetrical) activity" 1
0 1 3 5 "GO:0004826" "phenylalanine-tRNA ligase activity" 1
0 1 -1 6 "GO:0008575" "obsolete proteasome ATPase activity" 1
0 1 -1 5 "GO:0009481;GO:0009482;GO:0009483;GO:0009485" "obsolete aa3-type cytochrome c oxidase" 1
0 1 4 5 "GO:0016712" "oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen" 1
